buyer_address,buyer_shares,buyer_uint_term
0x7bf7B7995BAc3F199a08E94Da57B2dF4AffF801c,2400,126144000
0x1e6FF9efFCdaee26E7fC16f391358f6D9EE49dF5,1401,41571289
0x583e1Eb86669456c72618fB789311495a37e4508,2372,126143999
0xBf2b071A6b207d41495c4a1DC5B051fe1d462fCC,1415,7364943
0x8e097b69c474D522beDaeFF4C58f760C7b480195,1200,7776000
0xbD1bfF03034aC340235E48EE35c85b1121b8198e,3163,104145187
0xaac2bd4F44c02D3A8A8f4aC88b87A91ab7Ef0Bf2,2500,126143999
0xf6F7828CB124E459478F47fAA5B29EEab5f014f1,2700,126144000
0x66697dabFfe51a73E506f463b27E388512ed6Ecd,3000,126144000
0xcC6bb37CE6e9b92452E0209958C72CCeAf1518D5,3000,126144000
0xc6556E2E88f9A1B4CB8b995a42ba2996fDe963bf,1348,7776000
0x02E4883AAf6B3ae671D2C9810407Bcb01AD7988E,2020,7017903
0x838260CeB50062e172cfa293270025506642a669,3000,126144000
0xc3A84268a94F1Cbf72F5e5F83524011CAF71fe43,2698,126143999
0x483c68B81446504C2A8c5987B49cf013944d2A16,2600,126144000
0x9f5810960af877e908637FCC4b3aD87f53469232,1400,7776000
0xa60f546f1e74d92E13a2690a5ff871118F1cB049,2592,126144000
0x69cD1C2E13113C09a22Ff98cBd2dB3f682f716B4,19115,15487240
0x913D97DAe24A2564B0b092fE99e0df5291a6C086,3000,126144000
0xbd24232607Ed1E583fe27b1c58A6EF7a9C58E46F,5000,5035530
0x41f7cdf33466ea516f4FB66Eb7ba7Bd4aE4D1056,1463,7776000
0x23fa4be9954ECfA249B1eF5C027EB113542AC9ba,2800,126144000
0x3Bac6dE48b10b51184fAba45547B942039772355,35000,3863127
0x9CF40f5fB40626E3B242049da8C7e013C0CddC19,10550,39696500
0xD870E0af031778d00D53943BD55E00EEd0D3013e,6083,22148601
0xd25162374E5eec71C4C25c12D00d1d85251542a6,3000,126144000
0x57A3EDD9CD6Ad5C50E93c0499855b13A97B8D4E9,3532,126144000
0x5223c1c21C1894ee58dED4d09ccFA239a272Af16,3232,126143992
0xd31e79Aceae4Fe18Fe300E97f03AEA3ddc0d9Add,2000,7776000
0xcaDA753152577217f9B1DBDb175E5cB6051Fee43,4000,126144000
0xbe7DD82FACD47D3598803F44CB980078466aEBA3,2305,30668810
0xB0724d41bF219dd61384619F2513000d9D7D2eAD,4296,105556825
0xbb674C3251c4D1Fcbc4860DC707daF94C286A461,3920,126143999
0x40b66cd81949BE635a7596b4c08FD23e210412A7,2300,7945043
0xf022F5a52ED036ee612Bdb3b0ff3D41f134b7Aa6,1700,7776000
0x8Ec5D230232f6d48353106CF8A911Bb2fE435394,1900,7776000
0x9029C2892A447b62b7dE18E23a43F03417840256,4000,126144000
0x169945cf64ebd10139BF7B85C86Bf710947ac9fa,2902,8053746
0x77A6B981f8Be856E1670bE732Df657350d8Ff0e3,5330,96346859
0xe4F2023783aeC5037D1Cba8095D89Db89c7e5aA6,6500,78790148
0xbFc016652a6708b20ae850Ee92D2Ea23ccA5F31a,6300,78006855
0xb5AA18B5B83D0DD0e5B78EF72eF35d13Ed731A03,2000,7776000
0xe2eFa7C8A0769e91af174870DbDdC2D2500c08a3,4000,126144000
0x709Cb5D672CaBab9D50250C0Af982c52B1b233a1,4195,126143999
0x8E20118905f7A62dDA3819894352602359A5aE8c,2560,61411500
0x73dd41bE92D5bf2EBD0182AEc6f9fB9E83262206,4158,126143998
0xA3e1d1Af0C2240b250Ce8632DfDFae674947A538,1996,7776000
0xa14a711E5D6F38bCCF81d703cb8a949f9A1D3cBB,9266,57744827
0x5B7897A5eD54642e388b9bc470912d27f18D98ce,4000,126144000
0xCbbbE8b6CB1D0dE071728C36C29dB40918f98231,4501,126143996
0x1160387A36953aFC5d80C0Ea7b6B5447774aF8E5,8050,67853514
0x22525bAeebD350852913070C2ba57a6CcE989c2f,4720,126143999
0xd0392E43557Dad622DB230C515ede5810E085EC4,3000,6485184
0x0b2d830f3B37DF12b043c70a44B128A51a15F6bD,4999,126144000
0xa0D4B74Daf7C64CEA78fb8D1f9f12f44107AA85B,3437,7184268
0x5A7a494d2D540717912c84d0bB956c3c3bccd675,2507,7776000
0x2462e450384aB3F89104229AAbEc4c5F7357eFa2,4847,126143998
0xA5b5B85f0C5209998Be7aa72e17f0Ae289bc71bA,6765,125372949
0x4db69Acf5aB21dE55c1DBCCa93C38b5BC6835268,3500,59986282
0x15858Fb53C8aA6A024CcE669bBadCdcaDDFC1ad5,4824,126144000
0xCA72f3C23A2aaD91A25D002c4bf13Ed766d3846D,5600,126144000
0x700E7D3Eb1127336DC51dE98A6D968d4c24167BB,5750,126143999
0xF278F9728551fE0D1AE6001012052D4cA7757f0e,4052,6149921
0x70bE2bFE60d875FAAd5922F2379aF1a0AFC8e754,2380,7776000
0x153B4F4f2c6c284f844A53eB2e097D23B7bfa4Dd,5000,126144000
0x40a59902e7d1d80C8f9C09Ee9aDFb865D017BAF9,2450,7776000
0x798E3ef20D94b80BcE7e23402b61F4937419113e,3700,23771674
0xBB8aDE1A31A79422B425e876184724c209f78289,5000,126144000
0xFC969BB1697b733b65e5CfcBbb250A1f9e8d5475,2500,7776000
0x51d799582336b9c1A0C8b3C5588C504c20467E3d,3600,7367999
0x508602e550cDCea8E430a1c802001ca02D86f8Ed,5000,126144000
0x324336217A11B59769b025d60CA3791E0B9E4c7E,5657,126143999
0xc766D73BE01Caa06834032bF5C8F8f0F41A7BF36,5500,126144000
0x79cD5A4c95b6A0a44Eaa49a41Df0226A5f9fD6F1,5948,126144000
0x45Da535F21331Dcb238F6e8fE2e9715028249d74,7240,101011623
0x99731996c0586e61470F99CA42520e6B17932a71,2810,7776000
0x289a74cc1306387877fcc9bBcAC0FED15825B473,41430,8820276
0xb8D01517a8E60AbD593Cdd5c13d64A05B0A7DE49,7000,126144000
0x35aBbCA84D7e6a4eFfD415d0d971B8DE59c233F9,6000,126144000
0xb1E55C1056238A7A5E5bB0cB924e75A96D7F88CF,8750,109345370
0x2239d1A741c0e009AE867145A88cB088d5CBcB95,3500,7233303
0x65ed78c554fc4E43F7e211B2AaE62ecF7d1aB99b,7500,126144000
0x8fc6003Daded7aEeF374Ec36030D7770fe41Ca3B,3740,7775999
0x0bbf985c75260EBd881740d51EcbF5B3B0AD321b,3230,7775999
0xD14Ab59a934A22b072F331453C205f85C168aAe4,8000,126144000
0xa064B34DC0aEeF23e48B400DC4b0A3f940B55865,8788,39599982
0x3A51aA75f571dDc91a3cda24cd6E8a3bF2a387b7,6828,126144000
0xE2777E09E622E4B4fdF2c31385B79d56657A3a4C,3300,7775999
0x93C686DE8eC7ADDeA7F743761c41714e5862d572,3500,7775999
0x9aAE12dd452f78ae8919C2168717e7348392aD11,6244,71759598
0x699CD0c7d6d41634C5c37cB64CCEDEF14fb9f9b8,4700,75774638
0x819afe0C395A07Af7f7FADe5D57E556c8B66B699,7098,126143999
0x5B65FE3e821A97785945109743D7fe4A0013b3e7,3430,7775999
0xC6428CA05abDe528b8765EC570c31c99F9b6f4D4,4750,70074943
0x18E2742F261225f77Bb61AE2AFE9Eec5A9D0D44c,8000,126144000
0xd7Ca10036C597f01A58369B352da57710943dC46,6942,7937024
0x32144A3F0ED8145Aa42896A811C7a7cEb1717F24,6366,100744897
0xd3A13cC4A1108944B0Ed45aa4428e19A17CCA9B2,6000,86687999
0x5f20d84dbFCe7D9Bd5b43Dd22e650e1Ef017c011,4800,7776000
0xcE185e777E2428431936eF88Bb068709639BaC77,7573,17188385
0x502A5fF7D4E4F4C9f01d483b5291eC62eA588A2f,11400,114864645
0x183D9f9C2041cDFE8Ab24aAF05E27c2bE50d2424,10280,126144000
0x170B6EE0387762Acb551310e817FEbe5F98157BD,9686,123001700
0xc4E4a79ab18CdAb4c91d5d2F8b870d350bFC106E,10000,126144000
0xD16351F6B8004EAC0Ed645E40B2d2fF254975543,5000,7776000
0xD0FE971732E547059eA6009c79a2d6155bdb41a4,33785,40611040
0x0BdA0F33311E65379461D0A555BbD7669c0eaA22,14200,126143999
0xa0009e0a00bE5C7B0605D92A948b7651d2f617f8,10000,126144000
0x69b5d1F3F736116cc95Dc1820A34D18649d5A479,5000,7776000
0xc5ed67C5b385f283c9082500183D4C3682eD8c57,5000,7776000
0x0dc4E81Df0fEFF747F49B1C00382069c3779c7Ea,10000,57862079
0x64a2120b52CF24597f8B78b0EA995dD32c53B05A,6884,7776000
0x465C92B6B9314B2950df11b7fb7da085F37FF21B,6675,21852403
0x80Fe9E3dBBB75D44fCe3E277eE73Af1bD34B62CE,11904,126144000
0xe5b7fB5651B51a1b19224309aeD7128C6d88C181,6235,8245758
0x798FeDc8B14085a3f834a9532Fd733400aff62D8,13260,126143998
0xc7eD7Bf2A126983DFde425126b03693D40477Ba7,13439,115148715
0x124724852a01645EaB39EC288703b42872CdD067,7000,7776000
0xEe560680bd912Cf3E3Ba19f64EdaBc38c6E74B72,15074,126144000
0xbBC2d5e79B4CB505C511f10F5774246b6ff83DD3,6900,7775999
0xd02870666f7F1A54776449280D85A8ae3b4E7384,16869,5363773
0x571eBD4C979f1725593BfB129a24d595D6aDfC23,13000,98828307
0x4bF0DBF710311219B0f7498Ea6910719deBc4368,16400,126144000
0xFE92eCB2FF31CFCB047148210E144aC5723E90e4,16262,126143999
0x9915eB519fbaAB6BeC191c767a4E230239F95140,27041,95865461
0x3A1b51BE347CC35bEE967fA6d32c07b63cd4E41E,20000,126144000
0x190458082967981011EF9b48C8f2d1cd9C6e270a,18274,126144000
0xD1BA0E59B256F7d0D1e1165092BFb19A26517e2F,10856,7775999
0x77c67CeE1d9f4145C2D185a304bBb2962C41CeB0,16250,80677660
0xBaDBbe36Ee3FC5BB8f1B59e4bb04f3C992b4B73c,19000,126144000
0x4c82e6680Cf7C95D21aFF0caFDc3b5f43B8bfA53,10000,7776000
0xd898C9b2e58156dF702D1D6486a3A4C997634081,18800,59000169
0xB16876d2a4EFF6c6D2c4DDCC8377Ade3d8F79480,9990,7776000
0xbf2BAB8425215b99171103550c6B41e6bD04111B,14050,48284068
0x70DDF043d521AaEA0Ed98f39eac0183FDc9e3640,26666,66896232
0x84F4CcC36fC9d5FB1947949aE5572A33ad738667,27000,126144000
0x137a48f028BE804425428cdd1591675A583235e0,13210,7775997
0xae1FA6dCB9FC88718Ec6c10f334305e2182e9466,138503,18297335
0x1689560B668a2f063e2aa260D909A8d0Bea55E7D,13610,7776000
0x85edb8A0472365c3a2D5B6040b6Ea6B4F06aAb62,14000,7776000
0xcbbac906A26DC3830883D9B573c7d1245968ae75,51841,5603292
0x543Ee6e6Ec9EA35d8a7FC2D6e0856456915b086A,35516,126144000
0x2471AEc1f97963234532fFcC79f87F842830f57A,32000,126144000
0xbba2379F5cc9A2f248C5Cf18aD72379AE2478F42,23323,7534363
0xB118FD9852ec6762ed38799CB43F0Ad1f0d29a2e,42000,96770878
0xe16341E4C1594C2696AA5492004dC15B817a3F5e,40000,126144000
0x4cea75f8eFC9E1621AC72ba8C2Ca5CCF0e45Bb3d,36988,126143999
0x28E6A0CAF4Eb91439E0DF4cCFC859F4bEA96F942,42300,126144000
0x37eedb7AC276bD6c894e81B8937b0b0BAB154E22,55372,114331396
0x15aCdde30b45b7bdBbb430f59fAaF6AC3Ab1972a,61497,85862230
0x41c6BeB49d2D471c1f6889C800C6AE92C6d1abb3,50000,7747771
0x994f8e8C62f454A79c4f8C338187426370e96C2E,74438,124553842
0x1B710f7e7E3Fe91EC6359c6e1D9f14a46D598614,49641,7701194
0x69258d1ed30A0e5971992921cb5787b9c7a2909D,100000,126144000
0xaC207c599e4A07F9A8cc5E9cf49B02E20AB7ba69,148900,123802899
0x7903d1053EbDBE1f50783752F3B0d834213a799a,330296,96474317
0x8b7Bbc3EC647181473DC461E3124A7AD57989E1b,265524,126143998
0xE9F40007bA897981748a515F7375ddcc22112cf0,118325,7776000
