wallet_address,remaining_vest,term,grain_owed,pending_grain,grain_claimed,grain_to_claim,weight,chain
0xd53Adf794E2915b4F414BE1AB2282cA8DA56dCfD,0,0,1167.472186,0,1167.472186,0,9.96117E+19,BNB
0x85fd124867F7002fdBeF4B886CFEfafAEfa2af93,0,0,46466.65242,0,46466.65242,0,3.96465E+21,BNB
0x4e6fb9437A309c5A3c5cA854F53dE164b063Fc8C,0,0,3574.088032,0,3574.088032,0,3.0495E+20,BNB
0x25d5c669c18C13CD09ee4576E1B5D2f35fE5d2c7,0,0,1844.791428,0,1844.791428,0,1.57402E+20,BNB
0x40BD1676AcF10f536aF1fD21DF9b24915B771B63,0,0,1763.115654,0,1763.115654,0,150433547,ARB
0x7576ABd7d9465591B6A41d7d2B77E0c860A99878,37625.11226,8,75250.22451,0,37625.11226,37625.11226,6420542045,ARB
0xc2345A395b3C71f91abF272a08F8105625dC327a,0,0,0,0,0,0,0,ARB
0x2D4e0dEBdC6aB376C3C54B66Cc3dB6A94a0C6016,0,0,761.8148996,0,761.8148996,0,65000000,ARB
0x8Fa6eDc92AaB8654D53F57a4a477138707eF239a,0,0,5860.114612,0,5860.114612,0,500000000,ARB
0xf8d51519A9E26BE7Cbd2f2598103a8E0292C89B4,0,0,1172.022922,0,1172.022922,0,100000000,ARB
0x318AFdbEe3D0300E5073f52FcA22F734aa1E1784,0,0,18582.42344,0,18582.42344,0,1585500000,ARB
0x264827B8DD1cA3EF6afB080241B3D3D8dE8178B3,24905.4871,20,29300.57306,1465.028653,4395.085959,24905.4871,2500000000,ARB
0x6278f579C3aE0c298aA1C63Ff5101Ff42bC8F101,78134.86149,8,78134.86149,39067.43074,0,78134.86149,6666666666,ARB
0xcEbD3dF94768c6867Fef0cB0593fF243bf177554,0,1,6168.418324,0,6168.418324,0,526305263,ARB
