tx_hash,from_address,to_address,timestamp,token_address,token_symbol,token_amount,block_number,day
0xfbc2cbbca4c2a19f6e0bd7b8c9423018f178a09861d124301f197dbba8b71a95,0x5Ae3ee7fBB3Cb28C17e7ADc3a6Ae605ae2465091,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680023256.0,0xEA32A96608495e54156Ae48931A7c20f0dcc1a21,METIS,9.9819962e-11,5190033.0,
0x7b6f285ea057e7846bf72ea7e8359efd3971336c68185f3306bd8599d974d45d,0x5Ae3ee7fBB3Cb28C17e7ADc3a6Ae605ae2465091,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680023616.0,0xEA32A96608495e54156Ae48931A7c20f0dcc1a21,METIS,9.9734211e-11,5190057.0,
0x24746c5659a0bf5c5d3810441bff0e5d7489cc41f849f9bd05d060aaef47906c,0x5Ae3ee7fBB3Cb28C17e7ADc3a6Ae605ae2465091,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680049476.0,0xEA32A96608495e54156Ae48931A7c20f0dcc1a21,METIS,2.4178535e-11,5192435.0,
0x8e74fab0aed22e0e4f13bb1eab007126aa68514e29cb857258134483b3a6a71e,0x5Ae3ee7fBB3Cb28C17e7ADc3a6Ae605ae2465091,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680054216.0,0xEA32A96608495e54156Ae48931A7c20f0dcc1a21,METIS,2.4462e-14,5192677.0,
0x4be0c1a838c4033ad2635786c877c91fc66e564a5b0b60762489e480b5917201,0x5Ae3ee7fBB3Cb28C17e7ADc3a6Ae605ae2465091,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680063366.0,0xEA32A96608495e54156Ae48931A7c20f0dcc1a21,METIS,2.706551e-12,5193264.0,
0x0a23daabd319d05547f1b3cc5b188c9d4d923b23ddcec3c996235fc06604c204,0x5Ae3ee7fBB3Cb28C17e7ADc3a6Ae605ae2465091,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680069666.0,0xEA32A96608495e54156Ae48931A7c20f0dcc1a21,METIS,4.978967e-11,5193662.0,
0x3fc80d99a31a133f4ef9a721bdbb293559bf3268e9d9a97b7cc1be39da7a630b,0x5Ae3ee7fBB3Cb28C17e7ADc3a6Ae605ae2465091,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680083466.0,0xEA32A96608495e54156Ae48931A7c20f0dcc1a21,METIS,5.0329619e-11,5194834.0,
0x69f0fa236ae69f58aca77dff8f0a6baaf9772063301fedba654b5321f1b5e672,0x5Ae3ee7fBB3Cb28C17e7ADc3a6Ae605ae2465091,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680108992.0,0xEA32A96608495e54156Ae48931A7c20f0dcc1a21,METIS,1.25565369e-10,5196791.0,
0xf5629c26d060ecd3e2d2a3612ed5851f92053ff3040cbb2b59f33cbed346a39c,0x5Ae3ee7fBB3Cb28C17e7ADc3a6Ae605ae2465091,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680136566.0,0xEA32A96608495e54156Ae48931A7c20f0dcc1a21,METIS,7.6340094e-11,5198969.0,
0x5f220c4be67dd03701f3d8fb93b29a9b2db0cc01d5f5bc4f5e41d21ee8c34e8f,0x5Ae3ee7fBB3Cb28C17e7ADc3a6Ae605ae2465091,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680139986.0,0xEA32A96608495e54156Ae48931A7c20f0dcc1a21,METIS,6.311408e-12,5199205.0,
0x09a12b9dc1a4c14ba55f0cd5ca7b567d4ca674ac1bc5ac52dc16f8186f5f00e5,0xcF0FaB6963e111b58518072bb92dc3752b5badc5,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680163176.0,0xEA32A96608495e54156Ae48931A7c20f0dcc1a21,METIS,2e-10,5202056.0,
0xf04f7ff83ae30155d3330fdd042bcf94a63dec99df93a68ee3fbd1790140ce08,0xc4F3eA9A57445B7909A5F825a9fDf8fa5bFf3445,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1679870766.0,0x420000000000000000000000000000000000000A,METIS,0.3,5177232.0,
0x18a92c45b7a51db9ae9159f0bc4ce71ac79d520f276780647d4e1ada65cf8a2b,0x6ba729b63BB899fE74064b9B5921e30ec4405770,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1679943066.0,0xbB06DCA3AE6887fAbF931640f67cab3e3a16F4dC,METIS,2.5047e-11,5184218.0,
0x2cce737dfcb491402362beebe310c729538b6e3c5bfe853474bf17c546ed61bc,0x3E38Ef489af0E780fB1A18dB36B47EFCb6A859B5,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1679820576.0,0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000,METIS,2.0,5171456.0,
0xdf67b2dec85817a50dfd372b7a241488800cde98b8eae4c1f85b42c45c7a2ca6,0x5f20d84dbFCe7D9Bd5b43Dd22e650e1Ef017c011,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1679866536.0,0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000,METIS,300.0,5176861.0,
